AnimalID,AnimalType,Breed,Color,EntryDate,ReleaseDate,OutcomeType,Sex,Age,Year,Month,IsAdopted
A724243,Dog,Shih Tzu/Chihuahua Shorthair,White/Black,2016-04-14 15:10:00,2016-05-23 16:13:00,Adoption,Intact Male,8 months,2016,5,True
A726078,Other,Bat Mix,Brown,2016-05-05 19:38:00,2016-05-15 12:14:00,Euthanasia,Unknown,1 year,2016,5,False
A707681,Cat,Domestic Shorthair Mix,Black,2015-07-16 11:05:00,2015-08-28 16:00:00,Adoption,Intact Male,1 month,2015,8,True
A705601,Dog,American Bulldog Mix,White/Tan,2015-06-19 13:49:00,2015-10-17 13:50:00,Adoption,Intact Male,2 years,2015,10,True
A728857,Cat,Domestic Shorthair Mix,Brown Tabby,2016-06-09 16:05:00,2016-06-10 11:01:00,Return to Owner,Neutered Male,2 years,2016,6,False
A757879,Dog,Plott Hound Mix,Black Brindle,2017-09-07 17:20:00,2017-09-21 14:52:00,Transfer,Intact Female,2 months,2017,9,False
A744408,Cat,Domestic Shorthair Mix,Black/White,2017-02-28 13:09:00,2017-03-01 09:00:00,Transfer,Neutered Male,1 year,2017,3,False
A665800,Cat,Domestic Shorthair Mix,Tortie,2013-10-23 11:08:00,2013-11-10 18:50:00,Transfer,Intact Female,3 months,2013,11,False
A750594,Dog,Shih Tzu Mix,Cream/Black,2017-05-29 13:04:00,2017-05-29 17:17:00,Return to Owner,Intact Female,7 years,2017,5,False
A757675,Dog,Miniature Schnauzer,Gray,2017-09-06 12:31:00,2017-09-11 17:47:00,Return to Owner,Neutered Male,7 years,2017,9,False
A676116,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-04-04 16:55:00,2014-04-14 16:22:00,Transfer,Intact Female,1 year,2014,4,False
A758780,Dog,Rat Terrier Mix,Black/White,2017-09-21 17:13:00,2017-10-06 18:16:00,Adoption,Intact Female,2 years,2017,10,True
A738040,Dog,German Shepherd Mix,Tan/White,2016-11-08 17:38:00,2016-11-18 18:24:00,Return to Owner,Spayed Female,3 years,2016,11,False
A732105,Dog,German Shepherd Mix,Black/Tan,2016-08-07 13:18:00,2016-08-11 16:09:00,Adoption,Spayed Female,6 years,2016,8,True
A732105,Dog,German Shepherd Mix,Black/Tan,2016-08-07 13:18:00,2016-08-06 15:18:00,Adoption,Spayed Female,6 years,2016,8,True
A762803,Dog,Labrador Retriever/Pointer,White/Black,2017-11-27 16:24:00,2017-12-02 13:03:00,Adoption,Intact Male,8 months,2017,12,True
A744621,Cat,Domestic Shorthair Mix,Black,2017-03-04 12:13:00,2017-03-05 09:00:00,Transfer,Spayed Female,2 years,2017,3,False
A744621,Cat,Domestic Shorthair Mix,Black,2017-03-04 12:13:00,2017-05-27 12:00:00,Adoption,Spayed Female,2 years,2017,5,True
A713234,Dog,Pit Bull Mix,Blue Cream/White,2016-05-05 17:21:00,2016-05-06 11:37:00,Return to Owner,Spayed Female,1 year,2016,5,False
A713234,Dog,Pit Bull Mix,Blue Cream/White,2016-05-05 17:21:00,2015-10-05 18:32:00,Return to Owner,Spayed Female,1 year,2015,10,False
A739237,Dog,Beagle Mix,Tricolor,2016-11-29 15:22:00,2017-08-31 09:24:00,Adoption,Spayed Female,8 years,2017,8,True
A694335,Cat,Domestic Shorthair Mix,Black/White,2014-12-26 11:39:00,2014-12-26 13:59:00,Euthanasia,Intact Male,2 months,2014,12,False
A759449,Dog,Pit Bull Mix,Red/White,2017-10-02 10:08:00,2017-10-08 16:59:00,Adoption,Intact Male,7 months,2017,10,True
A749619,Cat,Domestic Shorthair Mix,Blue/White,2017-05-17 11:33:00,2017-05-26 16:24:00,Adoption,Intact Male,1 month,2017,5,True
A764450,Dog,Labrador Retriever Mix,Black/Black,2017-12-30 13:04:00,2018-03-11 12:57:00,Adoption,Intact Female,2 years,2018,3,True
A767244,Dog,Border Collie Mix,Black/White,2018-02-25 16:17:00,2018-03-04 11:44:00,Adoption,Intact Male,2 months,2018,3,True
A712231,Cat,Siamese Mix,Lynx Point,2015-09-19 14:11:00,2015-12-12 18:08:00,Adoption,Intact Female,3 weeks,2015,12,True
A754171,Dog,Miniature Pinscher/Yorkshire Terrier,Black/Brown,2017-07-16 18:22:00,2017-07-24 16:01:00,Died,Intact Male,2 years,2017,7,False
A668300,Cat,Domestic Shorthair Mix,Black/White,2013-12-01 15:10:00,2013-12-05 17:57:00,Euthanasia,Neutered Male,7 years,2013,12,False
A710651,Cat,Domestic Shorthair Mix,Blue Tabby,2015-08-25 17:19:00,2015-09-14 19:08:00,Transfer,Intact Male,1 weeks,2015,9,False
A755283,Other,Bat Mix,Brown,2017-07-31 20:06:00,2017-08-01 07:57:00,Euthanasia,Unknown,1 year,2017,8,False
A680289,Cat,Domestic Shorthair Mix,Calico,2014-06-01 11:08:00,2014-06-02 15:48:00,Transfer,Spayed Female,1 year,2014,6,False
A680289,Cat,Domestic Shorthair Mix,Calico,2014-06-01 11:08:00,2015-03-16 09:00:00,Transfer,Spayed Female,1 year,2015,3,False
A680289,Cat,Domestic Shorthair Mix,Calico,2014-06-01 11:08:00,2015-06-01 09:00:00,Transfer,Spayed Female,1 year,2015,6,False
A742601,Cat,Domestic Shorthair Mix,Black,2017-01-24 18:41:00,2017-01-26 19:28:00,Adoption,Intact Female,2 months,2017,1,True
A763638,Other,Cinnamon,Gray,2017-12-12 15:24:00,2018-01-13 14:32:00,Adoption,Intact Female,8 months,2018,1,True
A748192,Cat,Domestic Shorthair Mix,Black/White,2017-04-30 15:34:00,2017-05-27 12:36:00,Adoption,Intact Male,1 month,2017,5,True
A745757,Dog,Rhod Ridgeback/Labrador Retriever,Red/Black,2017-03-23 13:09:00,2017-03-27 17:04:00,Adoption,Intact Male,5 months,2017,3,True
A705706,Cat,Domestic Shorthair Mix,Orange Tabby,2015-06-28 20:06:00,2015-06-27 12:11:00,Transfer,Intact Male,1 weeks,2015,6,False
A705706,Cat,Domestic Shorthair Mix,Orange Tabby,2015-06-28 20:06:00,2015-07-08 20:06:00,Died,Intact Male,1 weeks,2015,7,False
A719808,Dog,Queensland Heeler Mix,Buff,2016-01-28 11:56:00,2016-04-09 16:41:00,Adoption,Intact Male,0 years,2016,4,True
A684037,Cat,Domestic Shorthair Mix,White/Brown Tabby,2014-07-18 15:32:00,2014-07-20 09:00:00,Transfer,Intact Female,3 months,2014,7,False
A751945,Cat,Domestic Shorthair Mix,Brown Tabby,2017-06-15 16:39:00,2017-08-12 13:52:00,Adoption,Intact Male,1 month,2017,8,True
A751357,Cat,Domestic Shorthair Mix,Brown Tabby,2017-06-07 10:52:00,2017-06-07 12:32:00,Transfer,Unknown,0 years,2017,6,False
A750324,Cat,Domestic Shorthair Mix,Blue,2017-05-25 16:58:00,2017-05-26 16:08:00,Euthanasia,Unknown,0 years,2017,5,False
A732145,Cat,Domestic Shorthair Mix,Black/White,2016-08-03 11:14:00,2016-08-04 09:00:00,Transfer,Intact Female,1 year,2016,8,False
A750777,Dog,Rat Terrier Mix,White/Black,2017-06-04 16:07:00,2017-06-08 15:37:00,Return to Owner,Intact Male,2 years,2017,6,False
A749812,Dog,Labrador Retriever Mix,Black,2017-05-19 19:00:00,2017-05-24 17:45:00,Adoption,Intact Female,2 months,2017,5,True
A689969,Cat,Domestic Shorthair Mix,Calico,2014-10-12 11:26:00,2015-02-27 16:23:00,Adoption,Intact Female,2 months,2015,2,True
A675319,Dog,Mastiff/Rottweiler,Red/White,2014-03-26 11:20:00,2014-03-30 19:12:00,Adoption,Intact Male,4 months,2014,3,True
A705868,Dog,Golden Retriever Mix,Red,2015-06-22 12:11:00,2015-07-24 13:55:00,Adoption,Intact Male,5 months,2015,7,True
A675509,Dog,Pit Bull Mix,Chocolate,2014-03-28 14:22:00,2014-09-27 15:46:00,Adoption,Intact Male,2 years,2014,9,True
A759775,Dog,Border Collie Mix,White/Black,2017-10-07 12:38:00,2017-10-11 18:19:00,Adoption,Intact Male,1 month,2017,10,True
A671864,Dog,Golden Retriever Mix,Gold/White,2014-01-31 14:09:00,2014-01-31 16:37:00,Return to Owner,Neutered Male,10 years,2014,1,False
A675255,Dog,German Shepherd,Black/Buff,2014-03-25 15:48:00,2014-03-27 17:53:00,Return to Owner,Intact Female,1 year,2014,3,False
A702056,Dog,Border Collie Mix,Black/White,2015-05-08 15:20:00,2015-10-03 15:40:00,Adoption,Intact Male,7 months,2015,10,True
A702056,Dog,Border Collie Mix,Black/White,2015-05-08 15:20:00,2015-08-12 18:56:00,Adoption,Intact Male,7 months,2015,8,True
A689474,Dog,Dachshund Wirehair/Border Terrier,Brown,2014-10-04 14:00:00,2014-10-08 18:09:00,Adoption,Intact Male,2 months,2014,10,True
A718538,Dog,Irish Wolfhound Mix,Tan/Brown,2016-01-01 16:50:00,2016-01-10 18:06:00,Return to Owner,Intact Male,3 years,2016,1,False
A718538,Dog,Irish Wolfhound Mix,Tan/Brown,2016-01-01 16:50:00,2016-01-03 12:31:00,Return to Owner,Intact Male,3 years,2016,1,False
A738277,Dog,Chihuahua Shorthair Mix,Tan,2016-11-12 10:55:00,2016-11-20 11:24:00,Return to Owner,Neutered Male,9 years,2016,11,False
A738506,Cat,Domestic Shorthair Mix,Tortie,2016-11-16 14:18:00,2016-12-17 12:46:00,Adoption,Intact Female,2 years,2016,12,True
A764599,Dog,Labrador Retriever Mix,White/Tan,2018-01-01 12:04:00,2018-02-17 14:27:00,Adoption,Spayed Female,5 years,2018,2,True
A753509,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2017-07-07 15:04:00,2017-07-14 18:00:00,Adoption,Intact Female,2 months,2017,7,True
A721336,Dog,Chihuahua Shorthair Mix,Brown,2016-02-24 18:30:00,2016-03-11 11:44:00,Transfer,Neutered Male,3 years,2016,3,False
A721336,Dog,Chihuahua Shorthair Mix,Brown,2016-02-24 18:30:00,2016-02-26 11:34:00,Return to Owner,Neutered Male,3 years,2016,2,False
A669310,Dog,German Shepherd Mix,Brown/Black,2016-04-15 10:33:00,2016-04-23 15:23:00,Return to Owner,Intact Female,5 years,2016,4,False
A735630,Cat,Domestic Medium Hair Mix,Blue Tabby,2016-09-26 16:20:00,2016-09-26 19:01:00,Transfer,Unknown,3 weeks,2016,9,False
A698351,Cat,Domestic Shorthair Mix,Brown Tabby,2015-03-10 13:57:00,2015-10-21 12:02:00,Adoption,Spayed Female,4 years,2015,10,True
A590330,Dog,Australian Cattle Dog Mix,Black/Blue,2014-03-14 02:56:00,2014-03-24 12:14:00,Return to Owner,Spayed Female,9 years,2014,3,False
A695626,Dog,Labrador Retriever Mix,Black,2016-12-10 15:44:00,2015-02-07 16:21:00,Adoption,Spayed Female,9 years,2015,2,True
A695626,Dog,Labrador Retriever Mix,Black,2016-12-10 15:44:00,2017-02-07 11:24:00,Adoption,Spayed Female,9 years,2017,2,True
A672187,Dog,Miniature Schnauzer Mix,Silver,2014-04-11 13:08:00,2014-02-13 16:11:00,Adoption,Spayed Female,10 years,2014,2,True
A672187,Dog,Miniature Schnauzer Mix,Silver,2014-04-11 13:08:00,2014-04-25 16:57:00,Transfer,Spayed Female,10 years,2014,4,False
A704396,Dog,Chihuahua Shorthair Mix,Tan,2015-06-04 12:36:00,2015-06-05 14:17:00,Return to Owner,Intact Male,1 year,2015,6,False
A756356,Cat,Domestic Shorthair Mix,Brown,2017-08-18 11:34:00,2017-08-27 12:09:00,Transfer,Intact Female,1 month,2017,8,False
A733333,Dog,Labrador Retriever Mix,White,2016-08-20 13:14:00,2016-08-26 19:00:00,Adoption,Intact Male,1 year,2016,8,True
A559953,Dog,Labrador Retriever Mix,Black,2015-07-20 11:11:00,2017-09-05 13:59:00,Adoption,Spayed Female,10 years,2017,9,True
A559953,Dog,Labrador Retriever Mix,Black,2015-07-20 11:11:00,2017-01-25 11:12:00,Return to Owner,Spayed Female,10 years,2017,1,False
A559953,Dog,Labrador Retriever Mix,Black,2015-07-20 11:11:00,2017-02-02 12:38:00,Return to Owner,Spayed Female,10 years,2017,2,False
A559953,Dog,Labrador Retriever Mix,Black,2015-07-20 11:11:00,2015-07-22 14:05:00,Return to Owner,Spayed Female,10 years,2015,7,False
A734095,Dog,Labrador Retriever/German Shepherd,Brown/White,2016-09-01 12:53:00,2016-09-07 17:55:00,Adoption,Intact Female,1 year,2016,9,True
A692585,Cat,Domestic Medium Hair Mix,Orange Tabby,2014-11-23 11:02:00,2014-11-28 18:45:00,Adoption,Intact Male,1 month,2014,11,True
A761350,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-11-03 11:01:00,2017-11-04 10:30:00,Transfer,Unknown,3 weeks,2017,11,False
A728737,Dog,Wire Hair Fox Terrier Mix,White/Brown,2016-06-07 17:51:00,2016-06-07 18:00:00,Euthanasia,Intact Male,1 month,2016,6,False
A764057,Dog,Australian Cattle Dog/Rhod Ridgeback,Tan/Black,2017-12-20 17:31:00,2017-12-27 16:55:00,Adoption,Intact Female,1 year,2017,12,True
A752326,Cat,Domestic Shorthair Mix,Cream Tabby,2017-06-20 11:35:00,2017-06-28 14:32:00,Transfer,Intact Male,0 years,2017,6,False
A761366,Dog,German Shepherd Mix,Brown/Black,2017-11-03 13:14:00,2017-11-13 14:10:00,Return to Owner,Spayed Female,2 years,2017,11,False
A730668,Dog,Chihuahua Shorthair Mix,Tan,2016-07-08 11:48:00,2016-07-18 17:35:00,Transfer,Intact Female,5 years,2016,7,False
A763394,Dog,Pit Bull Mix,Black/White,2017-12-09 12:30:00,2017-12-10 16:54:00,Return to Owner,Intact Male,3 years,2017,12,False
A753390,Dog,Chihuahua Longhair/Dachshund Wirehair,Black,2017-07-05 16:54:00,2017-08-02 19:23:00,Return to Owner,Intact Male,2 years,2017,8,False
A753390,Dog,Chihuahua Longhair/Dachshund Wirehair,Black,2017-07-05 16:54:00,2017-07-18 16:59:00,Return to Owner,Intact Male,2 years,2017,7,False
A671114,Dog,Border Collie Mix,Gold/White,2014-01-18 14:33:00,2014-01-25 14:35:00,Adoption,Intact Male,1 year,2014,1,True
A702329,Cat,Domestic Shorthair Mix,White,2015-05-12 12:54:00,2015-05-12 15:05:00,Transfer,Unknown,1 day,2015,5,False
A704514,Dog,Labrador Retriever Mix,Black/White,2015-06-05 17:11:00,2015-06-27 12:30:00,Adoption,Spayed Female,5 years,2015,6,True
A701907,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-06 11:05:00,2015-05-06 13:08:00,Transfer,Intact Male,2 weeks,2015,5,False
A714106,Dog,Pit Bull Mix,White/Brown,2015-10-18 11:03:00,2015-11-17 12:07:00,Adoption,Intact Male,1 year,2015,11,True
A714106,Dog,Pit Bull Mix,White/Brown,2015-10-18 11:03:00,2015-12-11 00:00:00,Transfer,Intact Male,1 year,2015,12,False
A694904,Dog,Norfolk Terrier Mix,Tan/White,2015-03-07 11:41:00,2015-03-08 14:50:00,Adoption,Neutered Male,10 months,2015,3,True
A694904,Dog,Norfolk Terrier Mix,Tan/White,2015-03-07 11:41:00,2015-01-11 12:19:00,Adoption,Neutered Male,10 months,2015,1,True
A719632,Dog,Dachshund Mix,White/Brown,2016-01-24 11:36:00,2016-01-25 17:49:00,Return to Owner,Intact Male,1 year,2016,1,False
A721262,Dog,Italian Greyhound Mix,Brown/White,2016-02-24 11:10:00,2016-02-25 15:39:00,Adoption,Spayed Female,2 years,2016,2,True
A728229,Dog,Boxer Mix,Brown Brindle,2016-06-01 12:42:00,2016-06-02 14:27:00,Return to Owner,Neutered Male,1 year,2016,6,False
A736828,Dog,Labrador Retriever Mix,Black/White,2016-10-17 21:21:00,2016-10-21 11:44:00,Return to Owner,Spayed Female,6 years,2016,10,False
A731502,Dog,Catahoula Mix,Tan/White,2016-08-14 16:10:00,2016-08-20 14:19:00,Adoption,Neutered Male,1 year,2016,8,True
A731502,Dog,Catahoula Mix,Tan/White,2016-08-14 16:10:00,2016-07-27 17:10:00,Adoption,Neutered Male,1 year,2016,7,True
A703414,Dog,Boston Terrier,Black/White,2016-02-27 11:05:00,2015-12-28 17:11:00,Return to Owner,Spayed Female,3 years,2015,12,False
A703414,Dog,Boston Terrier,Black/White,2016-02-27 11:05:00,2015-05-25 17:24:00,Return to Owner,Spayed Female,3 years,2015,5,False
A703414,Dog,Boston Terrier,Black/White,2016-02-27 11:05:00,2016-03-03 13:27:00,Transfer,Spayed Female,3 years,2016,3,False
A701868,Other,Opossum,Gray,2015-05-05 14:55:00,2015-05-05 15:34:00,Euthanasia,Unknown,5 days,2015,5,False
A736450,Dog,Labrador Retriever Mix,Black/White,2016-10-10 18:38:00,2016-10-14 18:14:00,Adoption,Intact Female,1 month,2016,10,True
A721862,Dog,Labrador Retriever Mix,Black,2016-03-06 11:00:00,2016-03-11 17:41:00,Adoption,Neutered Male,2 years,2016,3,True
A721862,Dog,Labrador Retriever Mix,Black,2016-03-06 11:00:00,2016-08-17 12:27:00,Adoption,Neutered Male,2 years,2016,8,True
A753601,Dog,Dachshund/Cardigan Welsh Corgi,White/Tan,2017-07-08 14:51:00,2017-07-12 17:42:00,Adoption,Intact Male,1 month,2017,7,True
A759957,Dog,Catahoula Mix,Tricolor/White,2017-10-10 13:47:00,2017-10-19 18:08:00,Adoption,Spayed Female,6 years,2017,10,True
A717067,Dog,Cardigan Welsh Corgi Mix,Yellow,2015-12-01 13:09:00,2015-12-08 13:38:00,Adoption,Intact Female,1 year,2015,12,True
A697303,Cat,Domestic Shorthair Mix,White/Black,2015-02-21 12:30:00,2015-02-27 16:10:00,Adoption,Spayed Female,7 years,2015,2,True
A749502,Cat,Domestic Shorthair Mix,Blue Tabby,2017-05-15 18:24:00,2017-05-15 19:18:00,Transfer,Unknown,2 weeks,2017,5,False
A695799,Dog,Pit Bull Mix,White/Brown Brindle,2015-01-23 12:13:00,2015-01-24 08:46:00,Euthanasia,Neutered Male,3 years,2015,1,False
A517675,Dog,Australian Cattle Dog,White/Black,2015-08-05 15:57:00,2015-09-20 13:08:00,Adoption,Spayed Female,11 years,2015,9,True
A517675,Dog,Australian Cattle Dog,White/Black,2015-08-05 15:57:00,2015-09-05 13:53:00,Adoption,Spayed Female,11 years,2015,9,True
A517675,Dog,Australian Cattle Dog,White/Black,2015-08-05 15:57:00,2015-08-29 12:49:00,Adoption,Spayed Female,11 years,2015,8,True
A746787,Cat,Domestic Shorthair Mix,White,2017-04-09 07:45:00,2017-04-09 16:41:00,Transfer,Intact Male,5 days,2017,4,False
A758769,Cat,Domestic Shorthair Mix,Black Smoke/White,2017-09-22 16:19:00,2017-11-04 15:57:00,Adoption,Spayed Female,9 months,2017,11,True
A720961,Cat,Domestic Medium Hair Mix,Calico,2016-02-18 13:30:00,2016-02-24 18:03:00,Adoption,Spayed Female,7 years,2016,2,True
A692518,Dog,Pit Bull Mix,Blue/White,2014-11-21 16:24:00,2014-12-03 16:37:00,Adoption,Intact Female,2 years,2014,12,True
A554047,Dog,Pit Bull Mix,Brown/White,2016-05-26 16:33:00,2016-05-26 00:00:00,Return to Owner,Neutered Male,6 years,2016,5,False
A554047,Dog,Pit Bull Mix,Brown/White,2016-05-26 16:33:00,2015-05-12 17:37:00,Return to Owner,Neutered Male,6 years,2015,5,False
A554047,Dog,Pit Bull Mix,Brown/White,2016-05-26 16:33:00,2016-07-06 18:26:00,Return to Owner,Neutered Male,6 years,2016,7,False
A554047,Dog,Pit Bull Mix,Brown/White,2016-05-26 16:33:00,2016-05-14 00:00:00,Return to Owner,Neutered Male,6 years,2016,5,False
A688710,Dog,Chihuahua Longhair Mix,Tan/White,2014-09-22 16:30:00,2014-09-23 17:29:00,Return to Owner,Neutered Male,5 years,2014,9,False
A759869,Cat,American Shorthair Mix,Gray Tabby/Black,2017-10-08 17:01:00,2017-10-13 19:09:00,Transfer,Intact Male,6 months,2017,10,False
A745842,Dog,Labrador Retriever Mix,Black/White,2017-03-25 11:04:00,2017-04-28 10:39:00,Transfer,Intact Female,1 year,2017,4,False
A745842,Dog,Labrador Retriever Mix,Black/White,2017-03-25 11:04:00,2017-04-12 12:24:00,Adoption,Intact Female,1 year,2017,4,True
A738181,Cat,Domestic Shorthair Mix,Tortie,2017-02-28 17:01:00,2017-05-30 10:05:00,Adoption,Spayed Female,3 years,2017,5,True
A738181,Cat,Domestic Shorthair Mix,Tortie,2017-02-28 17:01:00,2017-01-29 14:58:00,Adoption,Spayed Female,3 years,2017,1,True
A725081,Dog,German Shepherd Mix,Black/Brown,2016-04-25 17:14:00,2016-04-26 11:15:00,Return to Owner,Spayed Female,9 years,2016,4,False
A717086,Dog,Smooth Fox Terrier Mix,Blue Merle/White,2015-12-01 18:35:00,2015-12-04 14:40:00,Return to Owner,Spayed Female,15 years,2015,12,False
A734264,Other,Bat Mix,Red,2016-09-03 15:11:00,2016-09-04 09:14:00,Euthanasia,Unknown,1 year,2016,9,False
A665763,Dog,Cairn Terrier Mix,Tan/White,2013-10-22 15:10:00,2013-10-26 18:32:00,Adoption,Intact Male,4 months,2013,10,True
A761425,Cat,Domestic Medium Hair Mix,Blue/White,2017-11-04 14:07:00,2018-03-08 12:10:00,Missing,Intact Female,4 weeks,2018,3,False
A711073,Cat,Domestic Shorthair Mix,White/Black,2015-09-12 15:50:00,2015-09-08 18:36:00,Adoption,Neutered Male,3 months,2015,9,True
A711073,Cat,Domestic Shorthair Mix,White/Black,2015-09-12 15:50:00,2015-09-12 18:39:00,Adoption,Neutered Male,3 months,2015,9,True
A677471,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-04-25 13:10:00,2014-04-27 12:39:00,Transfer,Intact Male,4 weeks,2014,4,False
A758257,Other,Dutch/Angora-Satin,Black/White,2017-09-13 12:29:00,2017-10-01 16:42:00,Adoption,Intact Male,5 months,2017,10,True
A763536,Dog,Labrador Retriever Mix,Black,2017-12-10 11:54:00,2017-12-30 15:58:00,Adoption,Neutered Male,2 years,2017,12,True
A736729,Dog,Labrador Retriever Mix,Cream/White,2016-10-16 11:55:00,2016-10-20 18:08:00,Return to Owner,Intact Female,10 months,2016,10,False
A736729,Dog,Labrador Retriever Mix,Cream/White,2016-10-16 11:55:00,2017-07-21 17:33:00,Adoption,Intact Female,10 months,2017,7,True
A689627,Dog,Labrador Retriever Mix,Tan,2014-10-07 12:20:00,2014-10-14 12:17:00,Transfer,Neutered Male,10 years,2014,10,False
A674489,Dog,Pit Bull Mix,Black/White,2014-05-06 11:32:00,2014-06-26 14:09:00,Euthanasia,Intact Female,2 years,2014,6,False
A674489,Dog,Pit Bull Mix,Black/White,2014-05-06 11:32:00,2014-05-10 17:36:00,Return to Owner,Intact Female,2 years,2014,5,False
A754545,Dog,Labrador Retriever/Pit Bull,Black/White,2018-03-14 18:54:00,2018-03-15 17:13:00,Return to Owner,Intact Male,1 year,2018,3,False
A707794,Dog,Labrador Retriever Mix,Brown,2015-07-18 09:48:00,2015-07-25 16:28:00,Adoption,Intact Female,4 months,2015,7,True
A680679,Dog,Chihuahua Shorthair Mix,White/Brown,2014-06-05 18:15:00,2014-06-06 11:24:00,Return to Owner,Spayed Female,6 years,2014,6,False
A734013,Dog,Shetland Sheepdog Mix,Sable,2016-08-31 11:23:00,2016-09-02 13:28:00,Return to Owner,Intact Male,10 months,2016,9,False
A670075,Cat,Maine Coon Mix,Brown Tabby,2014-01-01 15:54:00,2014-01-16 13:49:00,Return to Owner,Spayed Female,6 years,2014,1,False
A720698,Dog,American Bulldog Mix,White,2017-01-23 09:57:00,2016-02-24 17:48:00,Return to Owner,Intact Male,2 years,2016,2,False
A720698,Dog,American Bulldog Mix,White,2017-01-23 09:57:00,2017-01-24 11:04:00,Return to Owner,Intact Male,2 years,2017,1,False
A718918,Other,Rabbit Sh Mix,Black/White,2016-01-09 12:41:00,2016-01-09 14:56:00,Transfer,Unknown,1 year,2016,1,False
A730594,Bird,Pigeon Mix,Brown,2016-07-07 11:46:00,2016-07-07 12:02:00,Euthanasia,Unknown,4 weeks,2016,7,False
A735212,Dog,Siberian Husky Mix,Black/Tan,2016-09-20 18:42:00,2016-10-12 12:16:00,Adoption,Spayed Female,7 years,2016,10,True
A690923,Dog,Labrador Retriever Mix,Black,2014-10-28 10:42:00,2014-12-30 13:50:00,Adoption,Intact Female,2 years,2014,12,True
A704918,Cat,Domestic Shorthair Mix,Brown Tabby,2015-06-10 18:09:00,2015-07-19 18:36:00,Adoption,Intact Female,1 month,2015,7,True
A713011,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-10-01 14:48:00,2015-10-01 18:44:00,Transfer,Intact Male,2 weeks,2015,10,False
A680733,Dog,German Shepherd/Australian Cattle Dog,Black/Brown,2014-06-06 18:57:00,2014-06-29 12:55:00,Adoption,Intact Female,3 years,2014,6,True
